Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Ouattara A., Aswani A.","57203659630;23391951400;","Duality Approach to Bilevel Programs with a Convex Lower Level",2018,"Proceedings of the American Control Conference","2018-June",, 8431802,"1388","1395",,,"10.23919/ACC.2018.8431802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052592802&doi=10.23919%2fACC.2018.8431802&partnerID=40&md5=b4cc2b7588691958e06e4a96788aa645","University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States","Ouattara, A., University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States; Aswani, A., University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States",,,Conference Paper,"Final",,Scopus,2-s2.0-85052592802
"Elnaggar M., Bezzo N.","57196424673;36547454800;","An IRL Approach for Cyber-Physical Attack Intention Prediction and Recovery",2018,"Proceedings of the American Control Conference","2018-June",, 8430922,"222","227",,2,"10.23919/ACC.2018.8430922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052605411&doi=10.23919%2fACC.2018.8430922&partnerID=40&md5=be92afe98b5c45424b356be77129ff34","Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States","Elnaggar, M., Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States; Bezzo, N., Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States",,,Conference Paper,"Final",,Scopus,2-s2.0-85052605411
"Mao J.-Y., Wu H., Sun W.-W.","57190986835;57118394600;55726565900;","Vehicle Trajectory Anomaly Detection in Road Network via Markov Decision Process [路网空间下基于马尔可夫决策过程的异常车辆轨迹检测算法]",2018,"Jisuanji Xuebao/Chinese Journal of Computers","41","8",,"1928","1942",,,"10.11897/SP.J.1016.2018.01928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055440413&doi=10.11897%2fSP.J.1016.2018.01928&partnerID=40&md5=a4c000922f6f906a9150e5586503ad1c","School of Computer Science, Fudan University, Shanghai, 201203, China; Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, 201203, China","Mao, J.-Y., School of Computer Science, Fudan University, Shanghai, 201203, China, Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, 201203, China; Wu, H., School of Computer Science, Fudan University, Shanghai, 201203, China, Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, 201203, China; Sun, W.-W., School of Computer Science, Fudan University, Shanghai, 201203, China, Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, 201203, China","Anomaly detection; Location-based services; Markov decision process; Reinforcement learning; Trajectory computing","Behavioral research; Drops; Hidden Markov models; Inverse problems; Learning algorithms; Reinforcement learning; Roads and streets; Supervised learning; Telecommunication services; Telecommunication traffic; Trajectories; Vehicles; Anomaly detection; Inverse reinforcement learning; Markov chain Monte Carlo; Markov Decision Processes; Online anomaly detection; Origin and destinations; Positioning technologies; Semi- supervised learning; Location based services",Article,"Final",,Scopus,2-s2.0-85055440413
"Lelerre M., Mouaddib A.-I., Jeanpierre L.","57192427231;6701745605;24490808200;","Robust inverse planning approaches for policy estimation of semi-autonomous agents",2018,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","2017-November",,,"951","958",,,"10.1109/ICTAI.2017.00146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048476528&doi=10.1109%2fICTAI.2017.00146&partnerID=40&md5=c8fd3f12b78525c91f9514f951adfb18","Universite de Caen Normandie, Caen, France","Lelerre, M., Universite de Caen Normandie, Caen, France; Mouaddib, A.-I., Universite de Caen Normandie, Caen, France; Jeanpierre, L., Universite de Caen Normandie, Caen, France","Activity and Plan Recognition; Inverse reinforcement learning; MDP","Artificial intelligence; Efficiency; Inverse problems; Learning algorithms; Reinforcement learning; Coordination technique; Inverse planning; Inverse reinforcement learning; Optimal policies; Plan recognition; Prediction methods; Semi-autonomous agents; Autonomous agents",Conference Paper,"Final",,Scopus,2-s2.0-85048476528
"Yamaguchi S., Naoki H., Ikeda M., Tsukada Y., Nakano S., Mori I., Ishii S.","57202389056;36608736300;57202389441;42862484600;7401622196;7201752391;7403110142;","Identification of animal behavioral strategies by inverse reinforcement learning",2018,"PLoS Computational Biology","14","5", e1006122,"","",,2,"10.1371/journal.pcbi.1006122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048196142&doi=10.1371%2fjournal.pcbi.1006122&partnerID=40&md5=e7e3c630193f9442757a83682cb43263","Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan; Laboratory of Theoretical Biology, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Data-driven Modeling Team, Research Center for Dynamic Living Systems, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan","Yamaguchi, S., Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan; Naoki, H., Laboratory of Theoretical Biology, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan, Data-driven Modeling Team, Research Center for Dynamic Living Systems, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Ikeda, M., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Tsukada, Y., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Nakano, S., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Mori, I., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Ishii, S., Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan",,"animal experiment; article; Caenorhabditis elegans; decision making; nerve cell; nonhuman; reinforcement; time series analysis; animal; animal behavior; biology; learning; physiology; taxis response; Animals; Behavior, Animal; Caenorhabditis elegans; Computational Biology; Decision Making; Learning; Reinforcement (Psychology); Taxis Response",Article,"Final",Open Access,Scopus,2-s2.0-85048196142
"Pérez-Higueras N., Caballero F., Merino L.","56414879200;8956620100;7003946345;","Teaching Robot Navigation Behaviors to Optimal RRT Planners",2018,"International Journal of Social Robotics","10","2",,"235","249",,6,"10.1007/s12369-017-0448-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044769865&doi=10.1007%2fs12369-017-0448-1&partnerID=40&md5=3b7eaad23bf1d0bab4882fd7f02609a5","School of Engineering, Universidad Pablo de Olavide, Crta. Utrera km 1, Seville, Spain; Department of System Engineering and Automation, University of Seville, Camino de los Descubrimientos, s/n, Seville, Spain","Pérez-Higueras, N., School of Engineering, Universidad Pablo de Olavide, Crta. Utrera km 1, Seville, Spain; Caballero, F., Department of System Engineering and Automation, University of Seville, Camino de los Descubrimientos, s/n, Seville, Spain; Merino, L., School of Engineering, Universidad Pablo de Olavide, Crta. Utrera km 1, Seville, Spain","Learning from demonstration; Path planning; Social robots","Air navigation; Cost functions; Demonstrations; Intelligent robots; Inverse problems; Learning algorithms; Motion planning; Navigation; Reinforcement learning; Inverse reinforcement learning; Learning from demonstration; Navigation behavior; Rapidly-exploring random trees; Social navigation; Social robots; State-of-the-art algorithms; Teaching robots; Robot programming",Article,"Final",,Scopus,2-s2.0-85044769865
"González D.S., Romero-Cano V., DIbangoye J.S., Laugier C.","56382000700;55920292800;25640845700;7007031683;","Interaction-aware driver maneuver inference in highways using realistic driver models",2018,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","2018-March",,,"1","8",,4,"10.1109/ITSC.2017.8317709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046258026&doi=10.1109%2fITSC.2017.8317709&partnerID=40&md5=c7f71e3ed36f67f2ac86eefd0559ad8f","Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Universidad Autónoma de Occidente, Cali, Colombia","González, D.S., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Romero-Cano, V., Universidad Autónoma de Occidente, Cali, Colombia; DIbangoye, J.S., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Laugier, C., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France",,"Intelligent systems; Intelligent vehicle highway systems; Reinforcement learning; State space methods; Behavior reasoning; False positive rates; Instrumented vehicle; Interacting multiple model filters; Inverse reinforcement learning; Lane change maneuvers; Scene understanding; State - space models; Forecasting",Conference Paper,"Final",,Scopus,2-s2.0-85046258026
"Massimo D.","56433358100;","User preference modeling and exploitation in IoT scenarios",2018,"International Conference on Intelligent User Interfaces, Proceedings IUI",,,,"675","676",,2,"10.1145/3172944.3173151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045153051&doi=10.1145%2f3172944.3173151&partnerID=40&md5=a140c55ea7ee7fc4dbbc1a1b96503b75","Free University of Bozen-Bolzano, Bolzano, Italy","Massimo, D., Free University of Bozen-Bolzano, Bolzano, Italy","Behaviour learning; Internet of Things; Inverse reinforcement learning; Recommender System","Decision making; Internet of things; Recommender systems; Reinforcement learning; User interfaces; Behaviour learning; Collective dynamics; Human behaviours; Human decision making; Inverse reinforcement learning; Learning approach; Points of interest; User preference modeling; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85045153051
"Tan C., Li Y., Cheng Y.","57201779251;55719284400;9733966500;","An inverse reinforcement learning algorithm for semi-Markov decision processes",2018,"2017 IEEE Symposium Series on Computational Intelligence, SSCI 2017 - Proceedings","2018-January",,,"1","6",,1,"10.1109/SSCI.2017.8280816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046081256&doi=10.1109%2fSSCI.2017.8280816&partnerID=40&md5=5b926860778e8d141fcb45f6da89c1e7","Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; China University of Mining and Technology, Xuzhou, Jiangsu Province, China","Tan, C., Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; Li, Y., Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; Cheng, Y., China University of Mining and Technology, Xuzhou, Jiangsu Province, China","Inverse Reinforcement Learning; Optimization; Performance Sensitivity; Reward Function; SMDP","Artificial intelligence; Convex optimization; Inverse problems; Markov processes; Optimization; Reinforcement learning; Sensitivity analysis; Average reward; Convex optimization problems; Inverse reinforcement learning; Performance sensitivity; Reward function; Semi-Markov decision process; SMDP; Structural form; Learning algorithms",Conference Paper,"Final",,Scopus,2-s2.0-85046081256
"Tateo D., Pirotta M., Restelli M., Bonarini A.","57201780401;49362257000;6603404086;7003349352;","Gradient-based minimization for multi-expert Inverse Reinforcement Learning",2018,"2017 IEEE Symposium Series on Computational Intelligence, SSCI 2017 - Proceedings","2018-January",,,"1","8",,1,"10.1109/SSCI.2017.8280919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046080056&doi=10.1109%2fSSCI.2017.8280919&partnerID=40&md5=bd97e3e2f0e1cd234cfb3f63e807ac51","Department of Electronics, Information and Bioengineering, Politecnico Di Milano, Milano, Italy","Tateo, D., Department of Electronics, Information and Bioengineering, Politecnico Di Milano, Milano, Italy; Pirotta, M., Department of Electronics, Information and Bioengineering, Politecnico Di Milano, Milano, Italy; Restelli, M., Department of Electronics, Information and Bioengineering, Politecnico Di Milano, Milano, Italy; Bonarini, A., Department of Electronics, Information and Bioengineering, Politecnico Di Milano, Milano, Italy",,"Iterative methods; Problem solving; Reinforcement learning; Direct problems; Gradient based; Human expert; Inverse reinforcement learning; Model-free method; Multi-expert; Reward function; Inverse problems",Conference Paper,"Final",,Scopus,2-s2.0-85046080056
