Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Cui B., He S.","12762382900;57143229600;","Anomaly detection model based on hadoop platform and weka interface",2016,"Proceedings - 2016 10th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, IMIS 2016",,, 7794444,"84","89",,6,"10.1109/IMIS.2016.50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011068285&doi=10.1109%2fIMIS.2016.50&partnerID=40&md5=481f2fa75186fdbafc7c082f78bff798","School Computer of Science, Beijing University of Post and Telecommunications, Beijing, China; Nation Engineering Laboratory for Mobile Network Security, China","Cui, B., School Computer of Science, Beijing University of Post and Telecommunications, Beijing, China, Nation Engineering Laboratory for Mobile Network Security, China; He, S., School Computer of Science, Beijing University of Post and Telecommunications, Beijing, China, Nation Engineering Laboratory for Mobile Network Security, China","Anomaly detection; Cloud computing; Machine learning; MapReduce; Weka","Artificial intelligence; Big data; Cloud computing; Decision trees; Learning systems; Network security; Open systems; Signal detection; Web services; Anomaly detection; Anomaly detection models; Hadoop platforms; Machine learning module; Map-reduce; Multiple algorithms; Open sources; Weka; Ubiquitous computing",,Conference Paper,"Final",,Scopus,2-s2.0-85011068285
"Jagadeesan L.J., Mendiratta V.","6602157422;8213250300;","Programming the Network: Application Software Faults in Software-Defined Networks",2016,"Proceedings - 2016 IEEE 27th International Symposium on Software Reliability Engineering Workshops, ISSREW 2016",,, 7789391,"125","131",,6,"10.1109/ISSREW.2016.23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009771935&doi=10.1109%2fISSREW.2016.23&partnerID=40&md5=13e179944ebad23c0ad85ed790578d8c","Nokia Bell Labs, 1960 Lucent Lane, Naperville, IL  60563, United States","Jagadeesan, L.J., Nokia Bell Labs, 1960 Lucent Lane, Naperville, IL  60563, United States; Mendiratta, V., Nokia Bell Labs, 1960 Lucent Lane, Naperville, IL  60563, United States","Anomaly detection; Application plane; Big data; Fault detection; Machine learning; Monitoring; Network applications; Performance; Real-time analytics; Reliability; Security; Software faults; Software-defined networks; Streaming analytics; Virtualized servi","Application programs; Artificial intelligence; Big data; Computer programming; Computer software; Distributed computer systems; Fault detection; Internet of things; Java programming language; Learning systems; Monitoring; Reliability; Signal detection; Software defined networking; Software reliability; Technical presentations; Anomaly detection; Network applications; Performance; Real-time analytics; Security; Software fault; Virtualized servi; Computer systems programming",,Conference Paper,"Final",,Scopus,2-s2.0-85009771935
"Cheng M., Xu Q., Lv J., Liu W., Li Q., Wang J.","57191751038;57192962519;8385897200;22433292200;56190105400;35249657500;","MS-LSTM: A multi-scale LSTM model for BGP anomaly detection",2016,"Proceedings - International Conference on Network Protocols, ICNP","2016-December",, 7785326,"","",,18,"10.1109/ICNP.2016.7785326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009512572&doi=10.1109%2fICNP.2016.7785326&partnerID=40&md5=286360c9edb281ffa9de2e1e0fc11b83","Department of Computer Science, City University of Hong Kong, Hong Kong; School of Computer Science and Engineering, South China University of Technology, China; School of Computer Science and Technology, Guangdong University of Technology, China","Cheng, M., Department of Computer Science, City University of Hong Kong, Hong Kong; Xu, Q., Department of Computer Science, City University of Hong Kong, Hong Kong; Lv, J., School of Computer Science and Engineering, South China University of Technology, China; Liu, W., School of Computer Science and Technology, Guangdong University of Technology, China; Li, Q., Department of Computer Science, City University of Hong Kong, Hong Kong; Wang, J., Department of Computer Science, City University of Hong Kong, Hong Kong",,"Border Gateway Protocol; Gateways (computer networks); Internet protocols; Learning systems; Network protocols; Time measurement; Anomaly detection; Conventional machines; Different time scale; Internet traffic; Multi dimensional; Real time decisions; Sliding time windows; Traffic features; Long short-term memory","Liu, W.; School of Computer Science and Technology, Guangdong University of TechnologyChina; email: liuwy@gdut.edu.cn",Conference Paper,"Final",,Scopus,2-s2.0-85009512572
"Vries D., Van Den Akker B., Vonk E., De Jong W., Van Summeren J.","15926279600;57191991951;6603217114;57192418607;57208237951;","Application of machine learning techniques to predict anomalies in water supply networks",2016,"Water Science and Technology: Water Supply","16","6",,"1528","1535",,4,"10.2166/ws.2016.062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006263048&doi=10.2166%2fws.2016.062&partnerID=40&md5=7ea55324c8c8a7a1a7cb680245d1467f","KWR Watercycle Research Institute, PO Box 1072, BB Nieuwegein, 3430, Netherlands; Vitens N.V., PO Box 1090, BB Lelystad, 8200, Netherlands","Vries, D., KWR Watercycle Research Institute, PO Box 1072, BB Nieuwegein, 3430, Netherlands; Van Den Akker, B., KWR Watercycle Research Institute, PO Box 1072, BB Nieuwegein, 3430, Netherlands; Vonk, E., KWR Watercycle Research Institute, PO Box 1072, BB Nieuwegein, 3430, Netherlands; De Jong, W., Vitens N.V., PO Box 1090, BB Lelystad, 8200, Netherlands; Van Summeren, J., KWR Watercycle Research Institute, PO Box 1072, BB Nieuwegein, 3430, Netherlands","Anomaly detection; Machine learning; Online monitoring; Water supply networks","Artificial intelligence; Data communication systems; Learning systems; Water distribution systems; Anomaly detection; Electrical conductance; Machine learning approaches; Machine learning techniques; Online monitoring; Operational efficiencies; Support vector regression (SVR); Water supply networks; Water supply; anomaly; data set; electrical property; real time; regression; sensor; support vector machine; temperature effect; water supply; World Wide Web; model; online monitoring; support vector machine; water supply","Vries, D.; KWR Watercycle Research Institute, PO Box 1072, Netherlands; email: dirk.vries@kwrwater.nl",Article,"Final",Open Access,Scopus,2-s2.0-85006263048
"Solaimani M., Iftekhar M., Khan L., Thuraisingham B., Ingram J., Seker S.E.","56109265400;26425085200;26643247800;55840981000;56109183700;55062654200;","Online anomaly detection for multi-source VMware using a distributed streaming framework",2016,"Software - Practice and Experience","46","11",,"1479","1497",,6,"10.1002/spe.2390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990184652&doi=10.1002%2fspe.2390&partnerID=40&md5=06100781e3f82637248b79629a6ef3a0","Department of Computer Science, The University of Texas at Dallas, Dallas, TX  75080, United States; Sandia National Laboratories, Albuquerque, NM  87123, United States; Department of Business, Istanbul Medeniyet University, Istanbul, Turkey","Solaimani, M., Department of Computer Science, The University of Texas at Dallas, Dallas, TX  75080, United States; Iftekhar, M., Department of Computer Science, The University of Texas at Dallas, Dallas, TX  75080, United States; Khan, L., Department of Computer Science, The University of Texas at Dallas, Dallas, TX  75080, United States; Thuraisingham, B., Department of Computer Science, The University of Texas at Dallas, Dallas, TX  75080, United States; Ingram, J., Sandia National Laboratories, Albuquerque, NM  87123, United States; Seker, S.E., Department of Business, Istanbul Medeniyet University, Istanbul, Turkey","Apache Spark; Apache Storm; data center; incremental clustering; real-time anomaly detection; resource scheduling","Clustering algorithms; Copyrights; Signal detection; Storms; Data centers; Distributed anomaly detection; Distributed streaming; Incremental clustering; Online anomaly detection; Real-time anomaly detections; Resource-scheduling; Semi-supervised Clustering; Data handling","Solaimani, M.; Department of Computer Science, The University of Texas at DallasUnited States; email: mxs121731@utdallas.edu",Article,"Final",,Scopus,2-s2.0-84990184652
"Wurzenberger M., Skopik F., Fiedler R., Kastner W.","57188550609;27568141600;55834308200;8390971800;","Discovering insider threats from log data with high-performance bioinformatics tools",2016,"MIST 2016 - Proceedings of the International Workshop on Managing Insider Security Threats, co-located with CCS 2016",,,,"109","112",,7,"10.1145/2995959.2995973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002189031&doi=10.1145%2f2995959.2995973&partnerID=40&md5=cceb48ed33c790b894fa3c130ed83751","Austrian Institute of Technology, Digital Saftey and Security Department, Donau-City-Strasse 1, Vienna, 1220, Austria; Vienna University of Technology, Institute of Computer Aided Automation, Treitlstrasse 3, Vienna, 1040, Austria","Wurzenberger, M., Austrian Institute of Technology, Digital Saftey and Security Department, Donau-City-Strasse 1, Vienna, 1220, Austria; Skopik, F., Austrian Institute of Technology, Digital Saftey and Security Department, Donau-City-Strasse 1, Vienna, 1220, Austria; Fiedler, R., Austrian Institute of Technology, Digital Saftey and Security Department, Donau-City-Strasse 1, Vienna, 1220, Austria; Kastner, W., Vienna University of Technology, Institute of Computer Aided Automation, Treitlstrasse 3, Vienna, 1040, Austria","Anomaly detection; Log data clustering; Outlier detection","Bioinformatics; Clustering algorithms; Data handling; Security systems; Statistics; Anomaly detection; Bioinformatics tools; Detection mechanism; High performance bioinformatics; High performance security; Log data; Malicious activities; Outlier Detection; Damage detection",,Conference Paper,"Final",,Scopus,2-s2.0-85002189031
"Hanamori T., Nishimura T.","14521302900;57191631888;","Real-time monitoring solution to detect symptoms of system anomalies",2016,"Fujitsu Scientific and Technical Journal","52","4",,"23","27",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992184006&partnerID=40&md5=8aece5211c0543a94640d42eea30c33d","Fujitsu Ltd., Japan","Hanamori, T., Fujitsu Ltd., Japan; Nishimura, T., Fujitsu Ltd., Japan",,"Artificial intelligence; Signal detection; Systems engineering; Technology transfer; Advanced analysis; Anomaly detection; Data utilization; Information and communications technology; Manufacturing lines; Operating equipments; Real time monitoring; Real-time detection; Learning systems",,Article,"Final",,Scopus,2-s2.0-84992184006
"Zhang B.","8835983800;","Advancement of hyperspectral image processing and information extraction",2016,"Yaogan Xuebao/Journal of Remote Sensing","20","5",,"1062","1090",,28,"10.11834/jrs.20166179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992343729&doi=10.11834%2fjrs.20166179&partnerID=40&md5=b2c11228dc2f7ceeb81ca126d279aaf4","Key Laboratory of Digital Earth Science, Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, Beijing, 100094, China","Zhang, B., Key Laboratory of Digital Earth Science, Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, Beijing, 100094, China","Data dimensionality reduction; High performance computing; Hyperspectral remote sensing; Image classification; Pixel unmixing; Target detection","Artificial intelligence; Classification (of information); Communication satellites; Computation theory; Data mining; Hardware; Image classification; Independent component analysis; Information retrieval; Learning systems; Pixels; Radar target recognition; Spectroscopy; Target tracking; Data dimensionality reduction; High performance computing; High-performance processing; High-performance techniques; Hyperspectral remote sensing; Intelligent information; Pixel unmixing; Software and hardwares; Remote sensing","Zhang, B.; Key Laboratory of Digital Earth Science, Institute of Remote Sensing and Digital Earth, Chinese Academy of SciencesChina; email: zb@radi.ac.cn",Article,"Final",,Scopus,2-s2.0-84992343729
"Manzoor E., Milajerdi S.M., Akoglu L.","57190985418;56554121400;26533801100;","Fast memory-efficient anomaly detection in streaming heterogeneous graphs",2016,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","13-17-August-2016",,,"1035","1044",,18,"10.1145/2939672.2939783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984996447&doi=10.1145%2f2939672.2939783&partnerID=40&md5=e37249e0808fbe7a69a93019912f43db","Stony Brook University, Department of Computer Science, United States; University of Illinois at Chicago, Department of Computer Science, United States","Manzoor, E., Stony Brook University, Department of Computer Science, United States; Milajerdi, S.M., University of Illinois at Chicago, Department of Computer Science, United States; Akoglu, L., Stony Brook University, Department of Computer Science, United States",,"Data mining; Graphic methods; Signal detection; Anomaly detection; Detection accuracy; Heterogeneous graph; Memory efficient; Relative frequencies; Similarity functions; Streaming applications; Vector representations; Flow graphs",,Conference Paper,"Final",Open Access,Scopus,2-s2.0-84984996447
"Hu S.B., Wong D.J.L., Correa A., Li N., Deng J.C.","57190964663;57190961049;57190971384;55547128761;7402612933;","Prediction of clinical deterioration in hospitalized adult patients with hematologic malignancies using a neural network model",2016,"PLoS ONE","11","8", e0161401,"","",,9,"10.1371/journal.pone.0161401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984844796&doi=10.1371%2fjournal.pone.0161401&partnerID=40&md5=5a008e82177ae3affaed9e9aff04d5cf","Division of Pulmonary/Critical Care, University of California, Los Angeles, Los Angeles, CA, United States; Division of Hematology/Oncology, University of California, Los Angeles, Los Angeles, CA, United States; Downstate College of Medicine, State University of New York, Albany, NY, United States; Department of Biomathematics, University of California, Los Angeles, Los Angeles, CA, United States","Hu, S.B., Division of Pulmonary/Critical Care, University of California, Los Angeles, Los Angeles, CA, United States; Wong, D.J.L., Division of Hematology/Oncology, University of California, Los Angeles, Los Angeles, CA, United States; Correa, A., Downstate College of Medicine, State University of New York, Albany, NY, United States; Li, N., Department of Biomathematics, University of California, Los Angeles, Los Angeles, CA, United States; Deng, J.C., Division of Pulmonary/Critical Care, University of California, Los Angeles, Los Angeles, CA, United States",,"adolescent; adult; aged; Article; artificial neural network; cohort analysis; computer prediction; controlled study; deterioration; electronic medical record; female; hematologic malignancy; hospital patient; human; learning algorithm; machine learning; major clinical study; male; predictive value; retrospective study; sensitivity and specificity; United States; vital sign; algorithm; early diagnosis; electronic health record; heart arrest; Hematologic Neoplasms; intensive care; machine learning; middle aged; mortality; pathology; physiologic monitoring; physiology; procedures; prognosis; theoretical model; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Algorithms; Cohort Studies; Critical Care; Early Diagnosis; Electronic Health Records; Female; Heart Arrest; Hematologic Neoplasms; Humans; Machine Learning; Male; Middle Aged; Models, Theoretical; Monitoring, Physiologic; Neural Networks (Computer); Prognosis; Retrospective Studies; Treatment Outcome; Vital Signs; Young Adult",,Article,"Final",Open Access,Scopus,2-s2.0-84984844796
