Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Gonzalez D.S., Erkent O., Romero-Cano V., Dibangoye J., Laugier C.","56382000700;16549364800;55920292800;25640845700;7007031683;","Modeling Driver Behavior from Demonstrations in Dynamic Environments Using Spatiotemporal Lattices",2018,"Proceedings - IEEE International Conference on Robotics and Automation",,, 8460208,"3384","3390",,1,"10.1109/ICRA.2018.8460208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063162728&doi=10.1109%2fICRA.2018.8460208&partnerID=40&md5=8ba2c7dc745aa5dfea2919ced1ae3097","Inria Rhone-Alpes, Grenoble, France; Universidad Autónoma de Occidente, Cali, Colombia","Gonzalez, D.S., Inria Rhone-Alpes, Grenoble, France; Erkent, O., Inria Rhone-Alpes, Grenoble, France; Romero-Cano, V., Universidad Autónoma de Occidente, Cali, Colombia; Dibangoye, J., Inria Rhone-Alpes, Grenoble, France; Laugier, C., Inria Rhone-Alpes, Grenoble, France",,"Collision avoidance; Cost functions; Motion planning; Reinforcement learning; Robotics; Trajectories; Vehicles; Computational power; Dynamic environments; Dynamic obstacles; Instrumented vehicle; Inverse reinforcement learning; Model assessment; Model parameters; Path planning techniques; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85063162728
"Zhou Z., Bloem M., Bambos N.","55971412900;23570762400;7004840524;","Infinite Time Horizon Maximum Causal Entropy Inverse Reinforcement Learning",2018,"IEEE Transactions on Automatic Control","63","9", 8115277,"2787","2802",,3,"10.1109/TAC.2017.2775960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035769716&doi=10.1109%2fTAC.2017.2775960&partnerID=40&md5=9ff127d1b5cd0f94f452dd030dbc991c","Department of Electrical Engineering, Department of Management Science and Engineering, Stanford University, Stanford, CA  94305, United States; Advanced Analytics, Steelcase, Inc., Grand Rapids, MI  49508, United States","Zhou, Z., Department of Electrical Engineering, Department of Management Science and Engineering, Stanford University, Stanford, CA  94305, United States; Bloem, M., Advanced Analytics, Steelcase, Inc., Grand Rapids, MI  49508, United States; Bambos, N., Department of Electrical Engineering, Department of Management Science and Engineering, Stanford University, Stanford, CA  94305, United States","Decision making; learning (artificial intelligence); Markov processes; optimization","Behavioral research; Convex optimization; Decision making; Entropy; Inverse problems; Markov processes; Analytical properties; Convex optimization problems; Efficient computation; Gradient based algorithm; Infinite time horizon; Inverse reinforcement learning; Markov Decision Processes; Optimization programs; Reinforcement learning","Zhou, Z.; Department of Electrical Engineering, Department of Management Science and Engineering, Stanford UniversityUnited States; email: zyzhou@stanford.edu",Article,"Final",,Scopus,2-s2.0-85035769716
"Bezzo N.","36547454800;","Predicting Malicious Intention in CPS under Cyber-Attack",2018,"Proceedings - 9th ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2018",,, 8443756,"351","352",,,"10.1109/ICCPS.2018.00049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053515139&doi=10.1109%2fICCPS.2018.00049&partnerID=40&md5=85840601a39fd91aeb4fa4d1818fac2d","Department of Systems and Information Engineering, Department of Electrical and Computer Engineering, University of Virginia, United States","Bezzo, N., Department of Systems and Information Engineering, Department of Electrical and Computer Engineering, University of Virginia, United States","autonomous vehicles; CPS; cyber security; machine learning; malicious intention; reachability analysis; resileincy; robotics; sensor spoofing","Crime; Cyber Physical System; Embedded systems; Forecasting; Inverse problems; Learning systems; Network security; Reinforcement learning; Risk assessment; Robotics; Autonomous Vehicles; Cyber security; malicious intention; Reachability analysis; resileincy; Computer crime","Bezzo, N.; Department of Systems and Information Engineering, Department of Electrical and Computer Engineering, University of VirginiaUnited States; email: nbezzo@virginia.edu",Conference Paper,"Final",,Scopus,2-s2.0-85053515139
"Kamalapurkar R.","55210138200;","Linear inverse reinforcement learning in continuous time and space",2018,"Proceedings of the American Control Conference","2018-June",, 8431430,"1683","1688",,1,"10.23919/ACC.2018.8431430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052564010&doi=10.23919%2fACC.2018.8431430&partnerID=40&md5=a7f69319e3a63eee4b97b01d974621db","Oklahoma State University, School of Mechanical and Aerospace Engineering, United States","Kamalapurkar, R., Oklahoma State University, School of Mechanical and Aerospace Engineering, United States",,,"Kamalapurkar, R.; Oklahoma State University, School of Mechanical and Aerospace EngineeringUnited States; email: rushikesh.kamalapurkar@okstate.edu",Conference Paper,"Final",,Scopus,2-s2.0-85052564010
"Ouattara A., Aswani A.","57203659630;23391951400;","Duality Approach to Bilevel Programs with a Convex Lower Level",2018,"Proceedings of the American Control Conference","2018-June",, 8431802,"1388","1395",,,"10.23919/ACC.2018.8431802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052592802&doi=10.23919%2fACC.2018.8431802&partnerID=40&md5=b4cc2b7588691958e06e4a96788aa645","University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States","Ouattara, A., University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States; Aswani, A., University of California, Department of Industrial Engineering and Operations Research, Berkeley, CA  94720, United States",,,,Conference Paper,"Final",,Scopus,2-s2.0-85052592802
"Imani M., Braga-Neto U.","57189031055;6603390822;","Optimal Control of Gene Regulatory Networks with Unknown Cost Function",2018,"Proceedings of the American Control Conference","2018-June",, 8431514,"3939","3944",,2,"10.23919/ACC.2018.8431514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052573917&doi=10.23919%2fACC.2018.8431514&partnerID=40&md5=1c71a2419ebfe49214826375d313bd5e","Texas AM University, Department of Electrical and Computer Engineering, College Station, TX, United States","Imani, M., Texas AM University, Department of Electrical and Computer Engineering, College Station, TX, United States; Braga-Neto, U., Texas AM University, Department of Electrical and Computer Engineering, College Station, TX, United States",,,,Conference Paper,"Final",,Scopus,2-s2.0-85052573917
"Elnaggar M., Bezzo N.","57196424673;36547454800;","An IRL Approach for Cyber-Physical Attack Intention Prediction and Recovery",2018,"Proceedings of the American Control Conference","2018-June",, 8430922,"222","227",,2,"10.23919/ACC.2018.8430922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052605411&doi=10.23919%2fACC.2018.8430922&partnerID=40&md5=be92afe98b5c45424b356be77129ff34","Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States","Elnaggar, M., Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States; Bezzo, N., Department of Electrical Computer Engineering, University of Virginia, Department of Systems Information Engineering, United States",,,,Conference Paper,"Final",,Scopus,2-s2.0-85052605411
"Lelerre M., Mouaddib A.-I., Jeanpierre L.","57192427231;6701745605;24490808200;","Robust inverse planning approaches for policy estimation of semi-autonomous agents",2018,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","2017-November",,,"951","958",,,"10.1109/ICTAI.2017.00146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048476528&doi=10.1109%2fICTAI.2017.00146&partnerID=40&md5=c8fd3f12b78525c91f9514f951adfb18","Universite de Caen Normandie, Caen, France","Lelerre, M., Universite de Caen Normandie, Caen, France; Mouaddib, A.-I., Universite de Caen Normandie, Caen, France; Jeanpierre, L., Universite de Caen Normandie, Caen, France","Activity and Plan Recognition; Inverse reinforcement learning; MDP","Artificial intelligence; Efficiency; Inverse problems; Learning algorithms; Reinforcement learning; Coordination technique; Inverse planning; Inverse reinforcement learning; Optimal policies; Plan recognition; Prediction methods; Semi-autonomous agents; Autonomous agents",,Conference Paper,"Final",,Scopus,2-s2.0-85048476528
"Yamaguchi S., Naoki H., Ikeda M., Tsukada Y., Nakano S., Mori I., Ishii S.","57202389056;36608736300;57202389441;42862484600;7401622196;7201752391;7403110142;","Identification of animal behavioral strategies by inverse reinforcement learning",2018,"PLoS Computational Biology","14","5", e1006122,"","",,2,"10.1371/journal.pcbi.1006122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048196142&doi=10.1371%2fjournal.pcbi.1006122&partnerID=40&md5=e7e3c630193f9442757a83682cb43263","Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan; Laboratory of Theoretical Biology, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Data-driven Modeling Team, Research Center for Dynamic Living Systems, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan","Yamaguchi, S., Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan; Naoki, H., Laboratory of Theoretical Biology, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan, Data-driven Modeling Team, Research Center for Dynamic Living Systems, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan; Ikeda, M., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Tsukada, Y., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Nakano, S., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Mori, I., Group of Molecular Neurobiology, Graduate School of Science, Nagoya University, Furoucho, Chikusa, Nagoya, Aichi, Japan; Ishii, S., Integrated Systems Biology Laboratory, Graduate School of Informatics, Kyoto University, Sakyo, Kyoto, Japan",,"animal experiment; article; Caenorhabditis elegans; decision making; nerve cell; nonhuman; reinforcement; time series analysis; animal; animal behavior; biology; learning; physiology; taxis response; Animals; Behavior, Animal; Caenorhabditis elegans; Computational Biology; Decision Making; Learning; Reinforcement (Psychology); Taxis Response","Naoki, H.; Laboratory of Theoretical Biology, Graduate School of Biostudies, Kyoto University, Yoshidakonoecho, Sakyo, Japan; email: honda.naoki.4v@kyoto-u.ac.jp",Article,"Final",Open Access,Scopus,2-s2.0-85048196142
"González D.S., Romero-Cano V., DIbangoye J.S., Laugier C.","56382000700;55920292800;25640845700;7007031683;","Interaction-aware driver maneuver inference in highways using realistic driver models",2018,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","2018-March",,,"1","8",,4,"10.1109/ITSC.2017.8317709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046258026&doi=10.1109%2fITSC.2017.8317709&partnerID=40&md5=c7f71e3ed36f67f2ac86eefd0559ad8f","Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Universidad Autónoma de Occidente, Cali, Colombia","González, D.S., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Romero-Cano, V., Universidad Autónoma de Occidente, Cali, Colombia; DIbangoye, J.S., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France; Laugier, C., Inria Grenoble Rhône-Alpes, Montbonnot-Saint-Martin, 38330, France",,"Intelligent systems; Intelligent vehicle highway systems; Reinforcement learning; State space methods; Behavior reasoning; False positive rates; Instrumented vehicle; Interacting multiple model filters; Inverse reinforcement learning; Lane change maneuvers; Scene understanding; State - space models; Forecasting",,Conference Paper,"Final",,Scopus,2-s2.0-85046258026
"Massimo D.","56433358100;","User preference modeling and exploitation in IoT scenarios",2018,"International Conference on Intelligent User Interfaces, Proceedings IUI",,,,"675","676",,2,"10.1145/3172944.3173151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045153051&doi=10.1145%2f3172944.3173151&partnerID=40&md5=a140c55ea7ee7fc4dbbc1a1b96503b75","Free University of Bozen-Bolzano, Bolzano, Italy","Massimo, D., Free University of Bozen-Bolzano, Bolzano, Italy","Behaviour learning; Internet of Things; Inverse reinforcement learning; Recommender System","Decision making; Internet of things; Recommender systems; Reinforcement learning; User interfaces; Behaviour learning; Collective dynamics; Human behaviours; Human decision making; Inverse reinforcement learning; Learning approach; Points of interest; User preference modeling; Behavioral research","Massimo, D.; Free University of Bozen-BolzanoItaly; email: damassimo@inf.unibz.it",Conference Paper,"Final",,Scopus,2-s2.0-85045153051
"Tan C., Li Y., Cheng Y.","57201779251;55719284400;9733966500;","An inverse reinforcement learning algorithm for semi-Markov decision processes",2018,"2017 IEEE Symposium Series on Computational Intelligence, SSCI 2017 - Proceedings","2018-January",,,"1","6",,1,"10.1109/SSCI.2017.8280816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046081256&doi=10.1109%2fSSCI.2017.8280816&partnerID=40&md5=5b926860778e8d141fcb45f6da89c1e7","Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; China University of Mining and Technology, Xuzhou, Jiangsu Province, China","Tan, C., Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; Li, Y., Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, Guangdong Province, China; Cheng, Y., China University of Mining and Technology, Xuzhou, Jiangsu Province, China","Inverse Reinforcement Learning; Optimization; Performance Sensitivity; Reward Function; SMDP","Artificial intelligence; Convex optimization; Inverse problems; Markov processes; Optimization; Reinforcement learning; Sensitivity analysis; Average reward; Convex optimization problems; Inverse reinforcement learning; Performance sensitivity; Reward function; Semi-Markov decision process; SMDP; Structural form; Learning algorithms",,Conference Paper,"Final",,Scopus,2-s2.0-85046081256
